This file contains the seasonality (temporal adjustment data) used
by the NONROAD model.  These data are used to convert tons/year
calculated by the model to the arbitrary time period specified by
the model.  A description of each packet appears below.

NOTE: If no data for an equipment type can be found in this
file, the default values will be used for temporal allocation.
The default values represent a flat temporal activity profile.

9/16/05, 11b, EPA updates construction seasons per 2003 McGraw-Hill county-month const dollar values.
9/28/05, 11c, EPA updates US Total Seasonal Allocations per new Geographic ALO and new Const Seasonal allocations.

--------------------------------------------------------------
The following packet defines the states/counties in each
geographic region.  The region code is arbitrary but the
FIPs code must be a valid state or county FIPS code.  If
a state code is supplied, all counties in that state will
be included in the indicated region, unless overridden by
a county-specific record.  If a state or county is not
listed under any region, only data records with a global
region code (all blanks) will used for that state or county.

The format is as follows:
 1- 5  character     -- user defined region code
 6-45  character     -- region description (not used)
46-50  character     -- state or county FIPs code
51-70  character     -- state or county name (not used)
--------------------------------------------------------------

/REGIONS/
US           National                        00000 Nation
SE           Southeast                       01000 Alabama
MW           Great Lakes/Midwest             02000 Alaska
SW           Southwest                       04000 Arizona
SC           South Central                   05000 Arkansas
WCST         West Coast                      06000 California
RCKMT        Rocky Mountains                 08000 Colorado
MIDAT        Mid-Atlantic                    09000 Connecticut
MIDAT        Mid-Atlantic                    10000 Delaware
SE           Southeast                       12000 Florida
SE           Southeast                       13000 Georgia
WCST         West Coast                      15000 Hawaii
NW           Northwest                       16000 Idaho
MW           Great Lakes/Midwest             17000 Illinois
MW           Great Lakes/Midwest             18000 Indiana
MW           Great Lakes/Midwest             19000 Iowa
CW           Central West                    20000 Kansas
SC           South Central                   21000 Kentucky
SE           Southeast                       22000 Louisiana
NE           Northeast/New England           23000 Maine
MIDAT        Mid-Atlantic                    24000 Maryland
NE           Northeast/New England           25000 Massachusetts
MW           Great Lakes/Midwest             26000 Michigan
MW           Great Lakes/Midwest             27000 Minnesota
SE           Southeast                       28000 Mississippi
MW           Great Lakes/Midwest             29000 Missouri
NW           Northwest                       30000 Montana
CW           Central West                    31000 Nebraska
CW           Central West                    32000 Nevada
NE           Northeast/New England           33000 New Hampshire
MIDAT        Mid-Atlantic                    34000 New Jersey
SW           Southwest                       35000 New Mexico
NE           Northeast/New England           36000 New York
MIDAT        Mid-Atlantic                    37000 North Carolina
MW           Great Lakes/Midwest             38000 North Dakota
MW           Great Lakes/Midwest             39000 Ohio
SC           South Central                   40000 Oklahoma
NW           Northwest                       41000 Oregon
MIDAT        Mid-Atlantic                    42000 Pennsylvania
MIDAT        Mid-Atlantic                    44000 Rhode Island
SE           Southeast                       45000 South Carolina
MW           Great Lakes/Midwest             46000 South Dakota
SC           South Central                   47000 Tennessee
SW           Southwest                       48000 Texas
CW           Central West                    49000 Utah
NE           Northeast/New England           50000 Vermont
MIDAT        Mid-Atlantic                    51000 Virginia
NW           Northwest                       53000 Washington
MIDAT        Mid-Atlantic                    11000 Washington D.C.
MIDAT        Mid-Atlantic                    54000 West Virginia
MW           Great Lakes/Midwest             55000 Wisconsin
RCKMT        Rocky Mountains                 56000 Wyoming
SE           Southeast                       72000 Puerto Rico
SE           Southeast                       78000 US Virgin Islands
/END/



---------------------------------------------------------------
The following packet contains the monthly adjustment factors.
The factors are fraction of annual activity occurring in the given
month.  For periods longer than a single month (e.g. season)
the factors from each month spanned by the period will be
summed.
Global SCC codes can be used and the model will find the best
match.
A blank region code will apply to all states and counties.
The model will also find the best match on subregion code.

The format is as follows:

  1-  5  character  -- subregion code (blank = match all)
  7- 16  character  -- SCC code (global codes are acceptable)
 18- 51  character  -- equipment description (not used)
 52- 61  real       -- fraction of annual activity in January
 62- 71  real       -- fraction of annual activity in February
 72- 81  real       -- fraction of annual activity in March
 82- 91  real       -- fraction of annual activity in April
 92-101  real       -- fraction of annual activity in May
102-111  real       -- fraction of annual activity in June
112-121  real       -- fraction of annual activity in July
122-131  real       -- fraction of annual activity in August
132-141  real       -- fraction of annual activity in September
142-151  real       -- fraction of annual activity in October
152-161  real       -- fraction of annual activity in November
162-171  real       -- fraction of annual activity in December

---------------------------------------------------------------

/MONTHLY/
CW    2260000000 Average                                0.081     0.081     0.075     0.075     0.075     0.101     0.101     0.101     0.075     0.075     0.075     0.081
CW    2260001000 Recreational Equipment                 0.027     0.027      0.08      0.08      0.08     0.147     0.147     0.147      0.08      0.08      0.08     0.027
CW    2260001020 Snowblowers/Snowmobiles                0.333     0.333         0         0         0         0         0         0         0         0         0     0.333
CW    2260002000 Construction                           0.070     0.070     0.089     0.089     0.089     0.094     0.094     0.094     0.080     0.080     0.080     0.070
CW    2260003000 Industrial                             0.083     0.083     0.083     0.083     0.083     0.083     0.083     0.083     0.083     0.083     0.083     0.083
CW    2260004000 Lawn and Garden excl. chainsaws         0.02      0.02      0.09      0.09      0.09     0.133     0.133     0.133      0.09      0.09      0.09      0.02
CW    2260004020 Lawn and Garden Chainsaws              0.083     0.083     0.083     0.083     0.083     0.083     0.083     0.083     0.083     0.083     0.083     0.083
CW    2260004021 Lawn and Garden Chainsaws              0.083     0.083     0.083     0.083     0.083     0.083     0.083     0.083     0.083     0.083     0.083     0.083
CW    2260004035 Snowblowers/Snowmobiles                0.333     0.333         0         0         0         0         0         0         0         0         0     0.333
CW    2260004036 Snowblowers/Snowmobiles                0.333     0.333         0         0         0         0         0         0         0         0         0     0.333
CW    2260005000 Agricultural                            0.02      0.02      0.09      0.09      0.09     0.133     0.133     0.133      0.09      0.09      0.09      0.02
CW    2260006000 Light Commercial                       0.083     0.083     0.083     0.083     0.083     0.083     0.083     0.083     0.083     0.083     0.083     0.083
CW    2260007000 Logging                                0.083     0.083     0.083     0.083     0.083     0.083     0.083     0.083     0.083     0.083     0.083     0.083
CW    2260008000 Airport Service                        0.083     0.083     0.083     0.083     0.083     0.083     0.083     0.083     0.083     0.083     0.083     0.083
CW    2265000000 Average                                0.081     0.081     0.075     0.075     0.075     0.101     0.101     0.101     0.075     0.075     0.075     0.081
CW    2265001000 Recreational Equipment                 0.027     0.027      0.08      0.08      0.08     0.147     0.147     0.147      0.08      0.08      0.08     0.027
CW    2265001020 Snowblowers/Snowmobiles                0.333     0.333         0         0         0         0         0         0         0         0         0     0.333
CW    2265002000 Construction                           0.070     0.070     0.089     0.089     0.089     0.094     0.094     0.094     0.080     0.080     0.080     0.070
CW    2265003000 Industrial                             0.083     0.083     0.083     0.083     0.083     0.083     0.083     0.083     0.083     0.083     0.083     0.083
CW    2265004000 Lawn and Garden excl. chainsaws         0.02      0.02      0.09      0.09      0.09     0.133     0.133     0.133      0.09      0.09      0.09      0.02
CW    2265004020 Lawn and Garden Chainsaws              0.083     0.083     0.083     0.083     0.083     0.083     0.083     0.083     0.083     0.083     0.083     0.083
CW    2265004021 Lawn and Garden Chainsaws              0.083     0.083     0.083     0.083     0.083     0.083     0.083     0.083     0.083     0.083     0.083     0.083
CW    2265004035 Snowblowers/Snowmobiles                0.333     0.333         0         0         0         0         0         0         0         0         0     0.333
CW    2265004036 Snowblowers/Snowmobiles                0.333     0.333         0         0         0         0         0         0         0         0         0     0.333
CW    2265005000 Agricultural                            0.02      0.02      0.09      0.09      0.09     0.133     0.133     0.133      0.09      0.09      0.09      0.02
CW    2265006000 Light Commercial                       0.083     0.083     0.083     0.083     0.083     0.083     0.083     0.083     0.083     0.083     0.083     0.083
CW    2265007000 Logging                                0.083     0.083     0.083     0.083     0.083     0.083     0.083     0.083     0.083     0.083     0.083     0.083
CW    2265008000 Airport Service                        0.083     0.083     0.083     0.083     0.083     0.083     0.083     0.083     0.083     0.083     0.083     0.083
CW    2267000000 Average                                0.081     0.081     0.075     0.075     0.075     0.101     0.101     0.101     0.075     0.075     0.075     0.081
CW    2267001000 Recreational Equipment                 0.027     0.027      0.08      0.08      0.08     0.147     0.147     0.147      0.08      0.08      0.08     0.027
CW    2267001020 Snowblowers/Snowmobiles                0.333     0.333         0         0         0         0         0         0         0         0         0     0.333
CW    2267002000 Construction                           0.070     0.070     0.089     0.089     0.089     0.094     0.094     0.094     0.080     0.080     0.080     0.070
CW    2267003000 Industrial                             0.083     0.083     0.083     0.083     0.083     0.083     0.083     0.083     0.083     0.083     0.083     0.083
CW    2267004000 Lawn and Garden excl. chainsaws         0.02      0.02      0.09      0.09      0.09     0.133     0.133     0.133      0.09      0.09      0.09      0.02
CW    2267004020 Lawn and Garden Chainsaws              0.083     0.083     0.083     0.083     0.083     0.083     0.083     0.083     0.083     0.083     0.083     0.083
CW    2267004021 Lawn and Garden Chainsaws              0.083     0.083     0.083     0.083     0.083     0.083     0.083     0.083     0.083     0.083     0.083     0.083
CW    2267004035 Snowblowers/Snowmobiles                0.333     0.333         0         0         0         0         0         0         0         0         0     0.333
CW    2267004036 Snowblowers/Snowmobiles                0.333     0.333         0         0         0         0         0         0         0         0         0     0.333
CW    2267005000 Agricultural                            0.02      0.02      0.09      0.09      0.09     0.133     0.133     0.133      0.09      0.09      0.09      0.02
CW    2267006000 Light Commercial                       0.083     0.083     0.083     0.083     0.083     0.083     0.083     0.083     0.083     0.083     0.083     0.083
CW    2267007000 Logging                                0.083     0.083     0.083     0.083     0.083     0.083     0.083     0.083     0.083     0.083     0.083     0.083
CW    2267008000 Airport Service                        0.083     0.083     0.083     0.083     0.083     0.083     0.083     0.083     0.083     0.083     0.083     0.083
CW    2268000000 Average                                0.081     0.081     0.075     0.075     0.075     0.101     0.101     0.101     0.075     0.075     0.075     0.081
CW    2268001000 Recreational Equipment                 0.027     0.027      0.08      0.08      0.08     0.147     0.147     0.147      0.08      0.08      0.08     0.027
CW    2268001020 Snowblowers/Snowmobiles                0.333     0.333         0         0         0         0         0         0         0         0         0     0.333
CW    2268002000 Construction                           0.070     0.070     0.089     0.089     0.089     0.094     0.094     0.094     0.080     0.080     0.080     0.070
CW    2268003000 Industrial                             0.083     0.083     0.083     0.083     0.083     0.083     0.083     0.083     0.083     0.083     0.083     0.083
CW    2268004000 Lawn and Garden excl. chainsaws         0.02      0.02      0.09      0.09      0.09     0.133     0.133     0.133      0.09      0.09      0.09      0.02
CW    2268004020 Lawn and Garden Chainsaws              0.083     0.083     0.083     0.083     0.083     0.083     0.083     0.083     0.083     0.083     0.083     0.083
CW    2268004021 Lawn and Garden Chainsaws              0.083     0.083     0.083     0.083     0.083     0.083     0.083     0.083     0.083     0.083     0.083     0.083
CW    2268004035 Snowblowers/Snowmobiles                0.333     0.333         0         0         0         0         0         0         0         0         0     0.333
CW    2268004036 Snowblowers/Snowmobiles                0.333     0.333         0         0         0         0         0         0         0         0         0     0.333
CW    2268005000 Agricultural                            0.02      0.02      0.09      0.09      0.09     0.133     0.133     0.133      0.09      0.09      0.09      0.02
